MSBG01,MSBG04,MSBG06D,MSBG06H,MSBG07A,MSBG07B,MSBG09,MSBG10D,MSBG10E,MSBG12A,MSBM16A,MSBM18H,MSBM19A,MSBM19C,MSBM19E,MSBM20A,MSBM20C,MSBM20D,MSBM20F,MSBM20H,MSBM20J,MSBM20K,MSBM20L,MSBM21F,MSBM21H,Target
1.550184101,4.449815899,1,1.449815899,6.550184101,7,5.449815899,1.550184101,2,1,2,2,1.550184101,2,2,2.449815899,2,2.550184101,1.550184101,2.100368202,3.449815899,2,3.449815899,2.100368202,2,YES
1,3.607800849,1,1.392199151,5.392199151,2.607800849,5,2,2,1,1.392199151,1.392199151,1.392199151,2,2,2.607800849,2.607800849,3,3,2,3,2.607800849,3,2.607800849,1.392199151,YES
1,3,1.76822952,2,3.695311441,2.76822952,5,1.23177048,2,1,2,1.23177048,1.23177048,1.23177048,2,2,2.76822952,3,3,2,3,2,3,2,2,YES
1,2.639832912,1.680083544,1.319916456,4.360167088,5.680083544,4.319916456,2,1.680083544,1,2,1,1,2,2,3.319916456,2.639832912,4,2,3,3.680083544,2.319916456,4,2.319916456,1.680083544,YES
1,2.525212341,1,1.26260617,3,5,5,1.26260617,1.73739383,1.73739383,2,1,1.73739383,1.26260617,2,2.525212341,2.525212341,4,2,3,3.73739383,2.26260617,4,2.26260617,1.73739383,YES
1,4.612232033,1,1,5.612232033,6.612232033,4.612232033,1,2,1.612232033,1.387767967,2.612232033,1.387767967,1.387767967,1.387767967,2,2,3,3,2,3.387767967,2,3.387767967,3,2.224464067,YES
1.220979977,5,1,1,6,7,5.220979977,1,2,1.779020023,1,2.779020023,1.220979977,1,1.220979977,2,2,3.220979977,3,1.779020023,3,2.220979977,3,3,2.558040045,YES
1,4,1,1,5.079849377,5.613433749,4.306716874,1.693283126,1.693283126,1,1.693283126,2.693283126,1,1.306716874,2,3.693283126,1,3.693283126,1,3.693283126,4,1,4,3,2.306716874,YES
1,4.11704533,1,1,3.351135989,7,5,1,1.11704533,1,1.11704533,2,1.11704533,2,2,2.88295467,1,3.11704533,1.11704533,3,3.88295467,1.11704533,4,2.88295467,2.88295467,YES
1,3,1,2,3,3,6,1,2,1.286599638,2,1,1.286599638,1,1,1,3,2,3,1,1.713400362,4,1.713400362,3.713400362,1,YES
1,3,1,2,3,3,6,1,2,1.819279357,2,1,1,1,1,1.819279357,3,2,3,1,2.819279357,3.180720643,2.819279357,3.180720643,1.819279357,YES
2,2.716187989,1,2,1.716187989,2.432375978,5.716187989,1.716187989,2,1.283812011,2,1,1.716187989,1.716187989,2,1.283812011,3.432375978,3.716187989,1.716187989,1.283812011,4,2,3.283812011,2.716187989,1.716187989,YES
1.670538137,2.341076274,1,2,2.329461863,3,5.341076274,2,2,1,2,1,1.670538137,1.670538137,1.670538137,1.658923726,3.341076274,3.670538137,2,1,3.670538137,2,3.329461863,2.670538137,2.329461863,YES
1,2.413488707,1,1,4.413488707,3,4,2,2,1,1.293255647,1.706744353,1,1,1.706744353,2.293255647,2.293255647,3,3.293255647,2,1.706744353,3.293255647,3,3.293255647,1.706744353,YES
1.019589467,1,1.019589467,1,2.960821066,2.960821066,4.019589467,2,1.980410533,1.019589467,2,1.019589467,1,1,1.019589467,2.980410533,3,3,4,2,1,3.980410533,3,3.980410533,1.019589467,YES
1,5,1,1,6,5.626733071,4.373266929,2,2,1,1.373266929,1.626733071,1.373266929,1.373266929,2,3,1,4,1.746533858,4,4,1,4,1,3.373266929,YES
1,5,1,1,6,6,4.920373544,2,2,1,1.920373544,2,1.920373544,1.920373544,2,3,1,4,1,3.079626456,4,1.920373544,4,2.840747088,3,YES
1,4.695532353,1,1,3,5.086597059,4,2,2,1,1.304467647,3,2,2,2,4,3.086597059,4,1.304467647,4,4,1,4,1,4,YES
1,4.728428915,1,1,3.407356627,6,4,2,2,1,1.135785542,2.864214458,2,2,2,3.728428915,3.864214458,3.864214458,1.135785542,3.728428915,4,1.271571085,3.864214458,1.135785542,3.728428915,YES
2,4.833603314,1,1.166396686,6.667206627,9,5.166396686,2,2,1,1,1,2,1.833603314,2,2.667206627,3,3,3.166396686,1.833603314,3,3.166396686,2.833603314,4,1,YES
2,4.476291653,1,1.523708347,5.952583306,9,5.523708347,2,2,1,1,1,2,1.476291653,2,1.952583306,3,3,3.523708347,1.476291653,3,3.523708347,2.476291653,4,1,YES
1.65693742,2.65693742,2,1,2.34306258,2.34306258,4.65693742,2,1,1,1.65693742,1,2,1.34306258,1.34306258,2,3,2,4,1,1,3.65693742,2,4,1.34306258,YES
1.42504828,3,1.42504828,1.57495172,2.57495172,2.57495172,5.57495172,1.42504828,1.57495172,1.57495172,2,1,2,1,1,1.42504828,3,2,3.42504828,1,1,4,1.42504828,3.42504828,1,YES
1,1.066187789,1.933812211,1,3,2.066187789,5.066187789,2,2,1,1.933812211,4,1,2,1.933812211,3.801436633,1,4,1,4,4,1.933812211,4,1.933812211,3.933812211,YES
1,1.990842732,1.009157268,1,3,2.990842732,5.990842732,2,2,1,1.009157268,4,1,2,1.009157268,1.027471803,1,4,1,4,4,1.009157268,4,1.009157268,3.009157268,YES
2,4,1,1,7,4.164622562,4.417688719,2,2,1.417688719,1.582311281,2.582311281,1.582311281,2,2,2.582311281,1.582311281,2.582311281,3.582311281,2,2,2.582311281,2.582311281,2.746933843,3.417688719,YES
2,4,1,1,7,3.181759638,4.909120181,2,2,1.909120181,1.090879819,2.090879819,1.090879819,2,2,2.090879819,1.090879819,2.090879819,3.090879819,2,2,2.090879819,2.090879819,1.272639457,3.909120181,YES
1.539739723,4.079479446,1.539739723,1.539739723,3,3,4.539739723,2,1.539739723,1,2,2.539739723,1.460260277,2,2,1.539739723,4,2.539739723,4,1,1.539739723,3.460260277,2,4,1,YES
2,4.15811237,1.579056185,2,3,3,4.579056185,2,2,1.420943815,2,2.579056185,1,1.579056185,2,2,3.15811237,3,3.579056185,1.420943815,2.420943815,3,2.420943815,3.579056185,1.420943815,YES
1,3.583587482,1.583587482,2,4.167174964,6,5.416412518,1.583587482,2,1.416412518,1.583587482,1,2,2,2,3,2,3.416412518,3.583587482,3,3,2.416412518,3.583587482,3,1,YES
1,2.146958224,1,1.146958224,4.706083552,5.146958224,5.146958224,1,2,1.146958224,1.853041776,1,2,2,2,3,2,2.293916448,3,3,3.853041776,2.146958224,3,3.853041776,1.853041776,YES
1.204975441,2.590049118,1.795024559,1.795024559,3,5.385073677,5.204975441,1.795024559,2,1,1.795024559,2.204975441,2,2,2,2.204975441,1.204975441,4,1,2.204975441,4,3.590049118,4,3.590049118,2.409950882,YES
1,4.063128087,1.468435957,1.468435957,4.59469213,6.531564043,5,2,2,1,2,3.063128087,2,2,2,3.063128087,1.531564043,3.468435957,1,3.063128087,4,2.40530787,4,2.936871913,2,YES
1,2.826433724,1.173566276,1.826433724,3,3,5.826433724,1,2,2,1.826433724,1.347132551,2,1.173566276,1.173566276,1.173566276,3,2,3,1,1.173566276,4,1,3.173566276,1,YES
1,2,1.594810831,1.405189169,3,3,5,1,2,2,1.405189169,2.189621662,1.594810831,2,2,2,2.594810831,2,3,1,1.594810831,3.594810831,1.405189169,4,1,YES
1.148264803,2.148264803,2,1.148264803,2.148264803,3,5.851735197,2,2,1.148264803,1.148264803,3.851735197,2,2,2,3.703470394,2.703470394,4,3.851735197,1.148264803,3.703470394,1.296529606,2.148264803,1.296529606,1.148264803,YES
1,1.919697018,2,1,2.080302982,3,5.839394036,1.919697018,2,1.080302982,1.080302982,4,1.919697018,1.919697018,2,3.839394036,2.919697018,3.839394036,3.919697018,1.160605964,4,1.160605964,2.160605964,1.160605964,1.080302982,YES
2,1.139407245,1,1.860592755,5.139407245,8.721185511,4.139407245,1.860592755,2,1,2,2.860592755,1,2,2,1.139407245,3.860592755,2,2.139407245,1,2,3,2,3,1,YES
2,1.191279341,1,1.808720659,5.191279341,8.617441319,4.191279341,1.808720659,2,1,2,2.808720659,1,2,2,1.191279341,3.808720659,2,2.191279341,1,2,3,2,3,1,YES
1.113331194,1.886668806,2,2,1,1,5.113331194,2,1,2,2,1,1.113331194,2,1.113331194,1.886668806,2.113331194,3,4,1.886668806,1,3.113331194,3.773337611,3.886668806,1,YES
2,1,1.288413016,2,1,1,5.288413016,2,1,2,1.288413016,1,1.288413016,1.288413016,1.288413016,1.711586984,2.288413016,2.288413016,1.865239048,1,1,4,1.288413016,3.711586984,1,YES
1.375976574,3,1,1.624023426,1,1,6,1.375976574,2,1.375976574,2,1,2,1.375976574,1.375976574,1.375976574,2.375976574,2.375976574,3,1,1,2.375976574,1.624023426,3,2.127929723,YES
2,3,1.920111436,1.920111436,1.920111436,1.920111436,5.079888564,2,2,2,2,1,1.079888564,1.079888564,1.079888564,2,3,3,3,1.920111436,1.920111436,3,1.920111436,3,2.159777128,YES
1.780718182,2.561436365,1,1,3.438563635,3,5,1.780718182,1.219281818,1.219281818,2,1.219281818,1,1.219281818,2,2,2.780718182,3,2.219281818,2.780718182,2,3.219281818,2.780718182,3.219281818,1,YES
2,3.881606705,1,1.881606705,3,4.763213409,4.118393295,2,1,1,1.118393295,1,1.881606705,1.881606705,2,2,2.118393295,3,2.881606705,3,2.881606705,3,3.881606705,3,1,YES
2,2.801077999,1,1,3,2.198922001,4.198922001,2,1.801077999,1.801077999,1.801077999,1,1,2,2,2,1.198922001,2.801077999,2.801077999,2.801077999,2.198922001,2.198922001,2.801077999,3,2.801077999,YES
2,3,1.876196199,1.876196199,2.123803801,2,4.876196199,2,2,2,2,1,1,1.123803801,1.123803801,2,2.752392399,3,3,2.123803801,2,2.876196199,2.123803801,3,2.123803801,YES
1,3,2,2,2,2,5,2,2,2,2,1,1.825678458,1,1,2.174321542,1.174321542,2.174321542,3,1.174321542,1.174321542,3.174321542,2,3,1.174321542,YES
1,3,2,2,2.272854355,2.272854355,4.727145645,2,2,1.727145645,2,1,2,1,1.272854355,1.727145645,1.272854355,2,3,1,1,3.272854355,2.272854355,3.272854355,1,YES
1,2.941067099,1.058932901,2,1,1,5.941067099,1.058932901,1.941067099,1.058932901,2,1,1.941067099,1.058932901,1,1.058932901,2,2.058932901,3.058932901,1.058932901,1,2.058932901,2.117865802,3.058932901,1,YES
1,2,1.048713617,2,1.951286383,1.951286383,5,2,1.951286383,1.048713617,2,1.951286383,1,1.048713617,1.951286383,1.048713617,2,2.048713617,2.097427235,1.048713617,1,3.951286383,2.097427235,3.048713617,1,YES
1.142133154,2.142133154,1,1,3.284266307,6.857866846,5,1,2,1.857866846,2,1,1,1,1.857866846,1.142133154,2,3.715733693,3,1.857866846,1,4,1,4,1,YES
1.370212174,2.370212174,1,1.370212174,3,7.740424349,5,1,2,2,2,1,1,1,1.629787826,1.370212174,2,3.259575651,3,2,1.740424349,3.629787826,1.370212174,3.629787826,1.370212174,YES
1.035862808,3.964137192,1.964137192,1,2.964137192,7.071725617,5.964137192,1.035862808,2,1.035862808,1.035862808,1,2,1.964137192,2,1.964137192,1.964137192,3,2,2,2,2.928274383,3.035862808,3.892411575,1.071725617,YES
1.548013328,3,1,1.451986672,2.451986672,7.644039985,5.451986672,1.548013328,2,2,1.548013328,1,2,1.451986672,2,1.903973343,1.451986672,3.451986672,2.451986672,2.451986672,2.451986672,1.903973343,3.548013328,1.903973343,2.096026657,YES
2,1.33617845,1,2,2.168089225,8.831910775,4.33617845,1.831910775,1.168089225,2,2,2.168089225,2,2,1.168089225,2.168089225,2,3.168089225,1.168089225,2.168089225,2.831910775,3,3,3,3,YES
2,1,1.599561968,2,1.400438032,6.601752127,4,2,1.599561968,2,2,2,2,2,1.599561968,2.599561968,2,3,2.199123937,1.400438032,2.400438032,3,2.400438032,3,1.800876063,YES
1,2,1,1,4.820209087,3.179790913,4.089895457,2,2,1,1.910104543,1,2,1,1.910104543,3,1,4,1.089895457,2.089895457,2.910104543,2,3.089895457,1.089895457,2.910104543,YES
1,2,1,1,3,5,5,1.856690036,2,1.143309964,1.143309964,1,2,1,1.143309964,2.856690036,1.143309964,4,2,3,2.286619928,2,4,2,2,YES
2,3.45082478,1,1.45082478,5.54917522,6.54917522,5,2,1.54917522,1,2,1.54917522,2,1.45082478,2,1.54917522,2.352474339,2,4,1.54917522,1,3.45082478,2,3.45082478,1.54917522,YES
2,3.274146613,1,1.274146613,5.725853387,6.725853387,5,2,1.725853387,1,2,1.725853387,2,1.274146613,2,1.725853387,1.822439839,2,4,1.725853387,1,3.274146613,2,3.274146613,1.725853387,YES
1.784966415,3,1.215033585,1.215033585,3,2.215033585,5.215033585,1,2,1.784966415,1.215033585,2.784966415,1,1.215033585,1.215033585,2.215033585,2.569932831,3,2,2,3,2.784966415,2.215033585,2,1.784966415,YES
1,3,2,2,3,3,5.097583702,1,2,1,2,1.097583702,1,1.097583702,2,2.097583702,2.804832596,3,2.902416298,2,3,2,3,2,1.902416298,YES
1,3,1.197088456,1.197088456,7.802911544,6,4,2,2,1,1,1,1,1.802911544,1,2,1.197088456,4,2.197088456,1.394176912,3.802911544,2.197088456,3.802911544,3,1.197088456,YES
1,3.148158857,1.851841143,1.851841143,6.851841143,5.851841143,4.148158857,1.851841143,2,1,1,1,1.148158857,1.148158857,1.148158857,2,2,3.703682287,3,2.851841143,3,2.851841143,3,3,2,YES
1,1.591649589,2,1.591649589,3,1,4.408350411,1.591649589,2,2,1.591649589,2.408350411,1,1,1,2,2.591649589,2,3,2.591649589,2,3.408350411,3.408350411,3,2.183299179,YES
1,1.987251138,2,1.987251138,3,1,4.012748862,1.987251138,2,2,1.987251138,2.012748862,1,1,1,2,2.987251138,2,3,2.987251138,2,3.012748862,3.012748862,3,2.974502277,YES
1,3.764200156,1.235799844,1.764200156,3,3,5.764200156,1,2,1,2,1,2,2,2,2,1.235799844,3.764200156,1.764200156,3,2,1.471599687,3.528400313,3.235799844,2,YES
1.067507299,3.932492701,1,1.932492701,3,2.932492701,5.864985402,1.067507299,2,1.067507299,2,1,1.932492701,2,2,2,1,3.932492701,2.067507299,3,2,1.067507299,3.932492701,3,2.067507299,YES
1.044751064,1.044751064,1.044751064,1.044751064,4.865746808,2.955248936,5,1.044751064,2,1.955248936,1.955248936,2.044751064,1,2,2,2,2,3,2.955248936,2.044751064,2,4,2,4,1.089502128,YES
1,1,1,1.879046546,3.241906907,3,5.879046546,1,2,2,1.120953454,2.879046546,1.879046546,2,2,2.879046546,2,2.120953454,3,2,2,4,2.879046546,4,1,YES
2,1.410747278,2,2,1.205373639,1.205373639,5,2,1.205373639,2,2,1.794626361,1,1,1.794626361,2,2.205373639,3,2.205373639,2,2,2.205373639,2.794626361,3,1.205373639,YES
1.274341213,3,2,1.274341213,2,2.725658787,4.274341213,2,2,1.274341213,1.274341213,1,1.725658787,1.725658787,1.725658787,2,2.274341213,3,3,2,2.725658787,2.274341213,2.725658787,3,2,YES
1,5,1,1.715183361,6,5.715183361,5,2,2,1,2,1.715183361,2,2,2,2.284816639,1.715183361,4,2.284816639,4,4,2.430366722,4,2.430366722,4,YES
1,4.913441306,1,1,6,5.043279347,5,2,2,1,1.956720653,1.043279347,1.956720653,2,2,2.913441306,1,4,2.913441306,3.956720653,4,1,4,1.043279347,3.956720653,YES
2,3.173141628,1.913429186,1.086570814,9,8.826858372,4.086570814,2,1.086570814,1,1.086570814,2.086570814,2,1,2,3,1.913429186,3.913429186,2.913429186,2.913429186,1.913429186,3.826858372,2.826858372,3,2.913429186,YES
2,3.605105713,1.697447143,1.302552857,9,8.394894287,4.302552857,2,1.302552857,1,1.302552857,2.302552857,2,1,2,3,1.697447143,3.697447143,2.697447143,2.697447143,1.697447143,3.394894287,2.394894287,3,2.697447143,YES
1.751677122,3.255031365,1,1.751677122,2.751677122,2.503354243,5.751677122,1,2,2,1.751677122,2,1,1,1,2,2.248322878,2.751677122,3,2.496645757,3.248322878,4,3.248322878,4,2.248322878,YES
1.987616258,3.962848774,1,1.987616258,2.987616258,2.975232516,5.987616258,1,2,2,1.987616258,2,1,1,1,2,2.012383742,2.987616258,3,2.024767484,3.012383742,4,3.012383742,4,2.012383742,YES
1.613579237,3.613579237,2,1.386420763,3.772841526,3,5,1,2,1,1,2,2,2,1.613579237,3.613579237,2.613579237,3.227158474,1.386420763,2.613579237,2.613579237,2.386420763,3,2,2,YES
2,4.791253675,1.208746325,1,4.58250735,3,4.208746325,1.791253675,1.208746325,1,1,2,2,1.208746325,1.208746325,2.41749265,2.208746325,4,2.58250735,2.208746325,2.208746325,2,3,2.791253675,1.208746325,YES
2,5,1.749097464,1.749097464,3.752707607,6.250902536,5.250902536,1,2,2.498194929,1.749097464,2,2,1.749097464,2,2.749097464,2.749097464,2.501805071,2.250902536,1,2.250902536,3.749097464,2.250902536,3.749097464,1.749097464,YES
2,5,1.33353318,2,4.33293364,6,5.66646682,1,2,2.33353318,2,2.66646682,1.33353318,2,1.33353318,3,2.33353318,2.66646682,1.33353318,1,2.66646682,2.66706636,2.66646682,2.66706636,2,YES
1.421041326,2.578958674,1,1,6.578958674,6.578958674,5.578958674,1.421041326,2,1,1.578958674,1.421041326,1,1.578958674,1.578958674,2,2,3.421041326,2,2,3,2.421041326,3,3,2,YES
1.408296445,2.591703555,1,1,6.591703555,7,5.591703555,1,2,1.408296445,1.591703555,1.408296445,1,1.591703555,1.591703555,2,2,3,2.81659289,2,2.591703555,2,3.408296445,2.591703555,2,YES
1,2.978359075,2,2,2.978359075,9,5.010820463,1.989179537,2,1.989179537,1.989179537,1.989179537,1,1.010820463,1.010820463,3.978359075,2.021640925,4,1.010820463,3.010820463,4,1,4,1.989179537,1.989179537,YES
1,1.132505341,2,2,1.132505341,9,5.933747329,1.066252671,2,1.066252671,1.066252671,1.066252671,1,1.933747329,1.933747329,2.132505341,3.867494659,4,1.933747329,3.933747329,4,1,4,1.066252671,1.066252671,YES
1,4,1.918501356,1.918501356,3.162997287,6,5.837002713,1,2,2.837002713,2,2,1.081498644,1.081498644,1.081498644,2,1.081498644,3.918501356,1.162997287,2,3.081498644,2.918501356,4,3,1,YES
1.98877409,4.98877409,1.01122591,1.01122591,5.96632227,6.98877409,6,1,2,1.02245182,1.01122591,2,1.98877409,1,1.98877409,2,1.98877409,4,2.97754818,1.01122591,3,3,3.01122591,3,1,YES
2,2,1.873879652,2,9,8.621638956,3.126120348,2,1.873879652,1.873879652,1.873879652,2,1.873879652,1,1,2.873879652,2.873879652,3,3,2.126120348,3,2.873879652,2,3,2.873879652,YES
2,2,1,1.301948511,6.905845533,6,4,2,1.698051489,1,1,1.301948511,1,1,1.698051489,2,2.698051489,3,3,2.301948511,2.301948511,2,2,1.603897022,2,YES
1.7630616,3.526123199,1,1.7630616,7,6,5.2369384,1.7630616,2,1.2369384,1.7630616,2.2369384,1,2,2,3,2.2369384,4,1.7630616,2,3,1.7630616,4,2.526123199,2,YES
1.188872424,2,1,1,6.811127576,6.188872424,5.811127576,1,2,2,1,2.811127576,1,1.811127576,1.811127576,2.811127576,2.811127576,3.811127576,1.566617272,2,2.811127576,1.188872424,4,1.188872424,2,YES
1.424548665,4.424548665,1,1.424548665,5.575451335,6,6,1.424548665,2,2,2,1.424548665,1.424548665,2,2,1.575451335,3,3,2,1.575451335,2,2.150902671,2,3.424548665,1.849097329,YES
2,5,1,2,3.020963877,3.031445815,5.010481938,2,2,2,1.010481938,1.010481938,1.010481938,1.010481938,1.010481938,1,2.010481938,3,2,1.989518062,2,2.979036123,2.989518062,3.010481938,2.010481938,YES
1,3.055872244,1,1.527936122,6,7.527936122,6,1.472063878,1.472063878,1.527936122,2,1.472063878,1,1,1,2.527936122,1.472063878,3.527936122,3.527936122,3,2.472063878,1.944127756,3,3,2,YES
1,3.169667806,1.830332194,2,6,7.169667806,6,1,1.830332194,1.169667806,2,1,1.830332194,1.830332194,1.830332194,2.169667806,1,3.169667806,3.169667806,3,2,1.830332194,3.830332194,2.169667806,2.830332194,YES
2,3,1,1.090463973,3,3,4.909536027,1.090463973,2,1.090463973,2,1.090463973,1,1.909536027,2,2,2.909536027,2.090463973,3.909536027,2,3,3.909536027,3,3,2,YES
2,3,1,1.641745906,3,3,4.358254094,1.641745906,2,1.641745906,2,1.641745906,1,1.358254094,2,2,2.358254094,2.641745906,3.358254094,2,3,3.358254094,3,3,2,YES
1.045957524,2,1,1,6,6,5,2,2,1,1,1.045957524,1,1,1,2,2,3.045957524,2.954042476,2.954042476,2.045957524,3,2.045957524,2.045957524,2,YES
1.369872102,2,1,1,6,6.369872102,5,1.630127898,2,1.369872102,1,1.369872102,1,1,1,2,2,3,3.369872102,2.630127898,2,2.630127898,2.739744205,2,2,YES
1.838838623,3.322322753,1,1.161161377,5.51651587,7.322322753,5,2,2,1,1.838838623,2,1.838838623,1.161161377,2,1.838838623,1,1.838838623,3.838838623,1.838838623,1,2.838838623,1.838838623,2.677677247,1.838838623,YES
1.305176553,4.694823447,1,1.694823447,3.610353106,8.389646894,5,2,2,1,1,2,1,1.694823447,1.694823447,1.305176553,1.305176553,1.305176553,2.694823447,1.305176553,1.305176553,2,1.305176553,1,1,YES
2,3,1,1.405428619,2.189142763,1.594571381,5,1.594571381,2,2,1.405428619,2,1,1,1,2,2.594571381,3,3.405428619,2.594571381,2.405428619,2.405428619,2,2.405428619,1.594571381,YES
2,3,1,1,3,2,5,1.20805236,2,2,1,2.79194764,1,1,1,2,3,3,2.20805236,2.20805236,2.79194764,2.79194764,2,2,2,YES
1,3.951382393,1,1,6.048617607,5.048617607,5.951382393,2,1.951382393,1,2,2.951382393,2,2,2,1.097235213,2.951382393,3.951382393,3.048617607,2,1.951382393,4,3.951382393,3.048617607,1,YES
1,3.455594483,1.544405517,1.544405517,5.455594483,5,5.455594483,2,2,1.544405517,2,2.455594483,2,1.455594483,2,1.544405517,3,3.455594483,3,2,2.544405517,3.455594483,3.455594483,3,1.544405517,YES
1,4.634613605,1.182693197,1.182693197,1.182693197,2,4,2,2,2,2,1.182693197,2,1.182693197,1.182693197,2.182693197,2,3,3,3.817306803,3.817306803,3,4,3,3.817306803,YES
1,4.370613139,1.31469343,1.31469343,1.31469343,2,4,2,2,2,2,1.31469343,2,1.31469343,1.31469343,2.31469343,2,3,3,3.68530657,3.68530657,3,4,3,3.68530657,YES
2,1.133891984,2,2,3,2.133891984,4.133891984,2,1,1.133891984,1.866108016,2.732216032,1.866108016,1.133891984,1.133891984,1,4,3,4,1,1,4,1.866108016,4,1.866108016,YES
1.917336434,1.165327132,1.917336434,1.917336434,3,2.082663566,4,2,1,1,2,2.917336434,2,1.082663566,1.082663566,1,4,2.917336434,4,1,1,4,2,4,1.917336434,YES
1.858547142,3,1,2,2.858547142,8.141452858,6,1.141452858,2,2,2,2.858547142,1.858547142,2,2,3,2,3.858547142,2,2.717094284,2.141452858,2.858547142,3,2.858547142,3,YES
2,2.960459229,1.019770385,2,3.059311156,7.960459229,5.960459229,1.019770385,2,2,2,3,1.980229615,1.980229615,1.980229615,2.980229615,2,3.980229615,2,3,2,2.980229615,3,3,2.980229615,YES
1,2.531013153,1,2,3,6,6,1,2,2,1.468986847,1.468986847,2,1.531013153,2,2.531013153,2.468986847,3.531013153,3,2.531013153,2.531013153,3.468986847,3,3,1,YES
1,2,1,1.649575642,3.700848716,5.649575642,5.649575642,1,2,1.649575642,2,1.649575642,2,1.350424358,2,2.350424358,2.649575642,2.649575642,3,2.350424358,2.700848716,3.299151284,3,3.350424358,1.350424358,YES
1,4,1.558290791,1.441709209,3,4.674872373,5.441709209,1.558290791,2,1,2,1.558290791,1.441709209,1.441709209,2,1.441709209,1.558290791,3.441709209,2.558290791,2.441709209,2,1.558290791,4,3.558290791,1.441709209,YES
1,4,2,1.408071922,3.816143844,6,5,2,2,1,2,1.591928078,1.408071922,1.408071922,2,1.816143844,2,3,3.408071922,2.408071922,2.408071922,2,4,3.591928078,1,YES
1,2,1.037128714,1,3,3,6,1.962871286,2,1.037128714,1.037128714,3.925742572,1.037128714,2,1.037128714,1.074257428,1.037128714,4,1,3.962871286,3.962871286,1.037128714,3.962871286,1.074257428,2.962871286,YES
1,2,1,1,3,4.770753325,5.114623338,1.114623338,2,1,1.885376662,4,1.885376662,2,1.885376662,3.656129987,1,4,1,2.229246675,4,1,4,2.770753325,3,YES
1.562876402,1.562876402,1,1.437123598,2.437123598,3,4.437123598,2,1.437123598,2,2,2.437123598,1.562876402,1.562876402,1.562876402,2,2,3,3,1.437123598,2.562876402,3.562876402,2.437123598,3,2.437123598,YES
1.034158594,2.965841406,1.965841406,1,1.034158594,1.068317189,4.965841406,2,1.965841406,2,1.034158594,2,2,2,2,2,2,3,3,1,2.034158594,3.034158594,2,3.965841406,1.034158594,YES
1,2,1,1,1.895406068,1.895406068,5.104593932,2,2,1.447703034,1.447703034,2.552296966,2,1.552296966,1.552296966,3.104593932,1,4,1,3.552296966,4,1,4,1,2.895406068,YES
1,2,1,1,1.106118879,1.106118879,5.893881121,2,2,1.053059439,1.053059439,2.946940561,2,1.946940561,1.946940561,3.893881121,1,4,1,3.946940561,4,1,4,1,2.106118879,YES
1,5,1,1.383519866,6,7.383519866,5,1,2,1,2,2,1.616480134,2,2,2.383519866,1,4,2,3.383519866,3,1.616480134,4,2,2.767039732,YES
1,5,1,2,6.324728588,7.675271412,5,1.324728588,2,1,1.675271412,2,1.324728588,2,2,3.324728588,1,4,1.675271412,3.675271412,3,1.649457176,3.675271412,2.324728588,3.350542824,YES
2,4,1.405881765,1,6.81176353,2.594118235,6,1.405881765,2,1,1.594118235,2,2,2,2,1.405881765,1.405881765,4,2.405881765,2,3.405881765,2.405881765,3,3,1.594118235,YES
2,4,1.937065273,1,7.874130547,2.062934727,6,1.937065273,2,1,1.062934727,2,2,2,2,1.937065273,1.937065273,4,2.937065273,2,3.937065273,2.937065273,3,3,1.062934727,YES
1,1.53197585,2,2,6,7,6,1,2,1.734012075,2,1,2,2,2,2,1.734012075,3,3,2.265987925,2.734012075,2,3.265987925,2,2.265987925,YES
1,3,2,1.808677871,6,7,5.808677871,1,2,1,2,1,1.808677871,1.808677871,2,2.191322129,1.191322129,3,3.191322129,2.808677871,2.191322129,2.191322129,3.808677871,2,3,YES
1.395489981,3.209020038,1,1.395489981,2.395489981,1.790979962,6,1,2,1.395489981,1.395489981,1,1.604510019,1,2,1.395489981,2.604510019,3.209020038,2.604510019,1,3.604510019,2.395489981,3.604510019,2.395489981,1.395489981,YES
1,3.078878463,1.921121537,1.921121537,2.921121537,2.842243075,5.078878463,1,2,1,1.921121537,1,1.078878463,1,2,1.921121537,3,3.078878463,3,1.921121537,3.078878463,2,3.078878463,2,1.921121537,YES
1,3.080936593,1,1.919063407,3,3,5.919063407,1,2,2,2,1,2,1.080936593,1,1.080936593,3,2,3.080936593,1.080936593,1.161873186,4,1.080936593,3.080936593,1.080936593,YES
1.604305382,3.395694618,1.604305382,1.604305382,3,3,5.604305382,1,2,2,2,1,2,2,1.604305382,2,2.395694618,2,3.395694618,2.604305382,3,3.395694618,2.604305382,3.395694618,2,YES
1.760215405,3.52043081,1.239784595,1,2.760215405,3,6,1,2,1.760215405,1,1,1,1,1,2,2,3,2.760215405,2.239784595,2,3.280646215,2.239784595,2.239784595,1,YES
2,2.324164856,1,1,3,3,6,1,2,1.162082428,1,1,1,1.837917572,1.837917572,2,2.837917572,3,3,2,2,3.162082428,2,2.837917572,1,YES
2,1,2,1.169633858,4.660732285,2,4.339267715,2,2,1,2,1,1.169633858,1.169633858,1.169633858,1,2,2.830366142,3.830366142,1.169633858,1.169633858,4,2.169633858,4,2.169633858,YES
1.817230714,1,2,2,3,2,6,1.817230714,2,1.182769286,1.817230714,1,1.817230714,1.817230714,1.817230714,1.182769286,2.182769286,2.182769286,3.182769286,2.182769286,2.182769286,4,3.182769286,3.634461428,2.817230714,YES
