MSBG01,MSBG04,MSBG06D,MSBG06H,MSBG07A,MSBG07B,MSBG09,MSBG10D,MSBG10E,MSBG12A,MSBM16A,MSBM18H,MSBM19A,MSBM19C,MSBM19E,MSBM20A,MSBM20C,MSBM20D,MSBM20F,MSBM20H,MSBM20J,MSBM20K,MSBM20L,MSBM21F,MSBM21H,Target
1.009816533,4.980366933,1,1.990183467,3.019633067,3,4.990183467,2,1.990183467,1,1.990183467,1,1.990183467,1.990183467,1.990183467,1.009816533,1,3.990183467,1.019633067,2,3.990183467,1.009816533,2,1.009816533,1.009816533,YES
1,2.018578606,1,1.509289303,4.527867909,2.509289303,6,1.509289303,2,2,1.490710697,2.018578606,1.509289303,2,2,1,1.490710697,3.509289303,1.490710697,2.490710697,3.509289303,1,2.490710697,1.490710697,1.490710697,YES
1,3.571995319,1.571995319,2,5.428004681,3,4.856009361,2,2,1.428004681,1,1.856009361,1.428004681,2,1.428004681,1.571995319,2.143990639,3.428004681,2.143990639,2.571995319,3.428004681,1.571995319,2.571995319,1.571995319,1,YES
1.132901406,3,1,1.867098594,6.132901406,5.601295782,4.132901406,1.132901406,1.867098594,1,1.132901406,1.132901406,1,1.867098594,2,2.132901406,2.867098594,4,3,2,2.867098594,2.867098594,2.132901406,3,2,YES
1.497222205,3,1,1.502777795,6.497222205,4.508333385,4.497222205,1.497222205,1.502777795,1,1.497222205,1.497222205,1,1.502777795,2,2.497222205,2.502777795,4,3,2,2.502777795,2.502777795,2.497222205,3,2,YES
1,3,1.827010468,1,5.172989532,2.172989532,4.827010468,1.172989532,2,1,1.172989532,2.827010468,1.172989532,1.172989532,1.172989532,1.172989532,1.172989532,3.827010468,1.172989532,2,2.172989532,3.172989532,3,3,1.827010468,YES
1,3,1.965956347,1.034043653,5.034043653,2,5,1.034043653,2,1,1.034043653,2.965956347,1.034043653,1.034043653,1.034043653,1.034043653,1.034043653,3.965956347,1.068087306,2,2.034043653,2.965956347,3,2.965956347,2,YES
2,3,1.807519532,1.807519532,6.807519532,6.615039064,4.807519532,2,2,1,1,1.807519532,2,1,1,1.192480468,1.192480468,3.807519532,3.807519532,2,2,1.384960936,3.807519532,3,2,YES
1.039012481,3,2,2,7,6.039012481,4.039012481,2,2,1,1,1.039012481,1.039012481,1,1,1.960987519,1.960987519,4,3.039012481,2.960987519,2.960987519,2.921975038,3.039012481,3,2,YES
1,2,1,1.412735288,2.412735288,2,5,1.412735288,2,1,1.412735288,1,1,2,2,2.587264712,1,3.587264712,2,3,3.412735288,3,4,1.412735288,2.174529424,YES
1,1.833001541,1,2,3,2.166998459,4.833001541,2,2,1,2,1,1,1.833001541,1.833001541,2.166998459,1.166998459,3,2,2.666003083,3.833001541,2.833001541,4,2,1.333996917,YES
1.46794771,3.93589542,1,1.46794771,3,6.93589542,4.93589542,2,2,1,1.46794771,1,1,1,1,2,1,3,2.06410458,2.93589542,4,1.53205229,3.46794771,3.46794771,1.93589542,YES
1.667971744,4.667971744,1,1.667971744,2.667971744,7.335943489,5.667971744,2,2,1,1.667971744,1,1.332028256,1,1,2,1.332028256,3,1.332028256,3.667971744,4,1.332028256,4,3.335943489,2.335943489,YES
1,4.277518451,1,1,5.277518451,6.277518451,4.277518451,1,2,1.277518451,1.722481549,2.277518451,1.722481549,1.722481549,1.722481549,2,2,3,3,2,3.722481549,2,3.722481549,3,1.555036903,YES
1,4.240820003,1,1,5.240820003,6.240820003,4.240820003,1,2,1.240820003,1.759179997,2.240820003,1.759179997,1.759179997,1.759179997,2,2,3,3,2,3.759179997,2,3.759179997,3,1.481640007,YES
1,2.485176243,1.514823757,2,2.514823757,3,4.485176243,2,2,2,1.485176243,1,1,1,1,1,3.029647513,1.485176243,3,1,1.514823757,4,1.514823757,4,1.485176243,YES
1.758645686,2.758645686,2,1.241354314,2.241354314,2.241354314,4.758645686,2,1.241354314,1.241354314,1.758645686,1,1.758645686,1,1,1.758645686,3.241354314,1.758645686,3.758645686,1,1.241354314,4,2,4,1,YES
1.37545012,2.62454988,2,2,3,3.75090024,5,1,2,1,2,1.37545012,1.37545012,1,1.62454988,2,2.62454988,3,2.62454988,2,3,2,2.62454988,2.37545012,2.37545012,YES
2,2,2,2,1.453359684,5,4.226679842,1.773320158,2,1.773320158,2,2,1.226679842,1,1,2.773320158,2,3,2.773320158,2,3,3.546640316,2.773320158,3,3,YES
1.357175145,3,1.357175145,2,3,3,5.285649711,1.357175145,1.642824855,1.357175145,2,1.357175145,1.357175145,1.357175145,2,1,3,2,2.357175145,2.642824855,2,2,3,3.642824855,1.357175145,YES
1.548844061,3,1.548844061,2,3,3,4.902311878,1.548844061,1.451155939,1.548844061,2,1.548844061,1.548844061,1.548844061,2,1,3,2,2.548844061,2.451155939,2,2,3,3.451155939,1.548844061,YES
1.86205722,3,2,2,2,2.13794278,5.13794278,1.86205722,2,2,1.13794278,1,1.13794278,1.13794278,1.13794278,1,1.13794278,1.86205722,1.275885561,2.13794278,2.86205722,2.13794278,3.86205722,2.13794278,2,YES
1.478086007,2.478086007,2,2,2.521913993,1.478086007,4.478086007,2,2,2,1.521913993,1.521913993,1,1,1,1.521913993,2.043827987,2,2.043827987,2.521913993,2.478086007,2.521913993,3.478086007,2.521913993,2.521913993,YES
2,1.792382607,1.207617393,2,3,2.584765214,4,2,1.207617393,2,2,2.792382607,1,2,2,2,2.584765214,3,3.207617393,2.792382607,1.207617393,3,2.207617393,3,1.792382607,YES
1.47971827,2.52028173,1.52028173,2,3,3,4.52028173,1.47971827,1.52028173,2,2,2.47971827,1,1.47971827,1.47971827,2,1.959436541,3,2.47971827,2.47971827,1.52028173,1.959436541,2,3,2,YES
1,2.676285631,2,1.676285631,1,1,5,1.323714369,2,2,1.323714369,1.323714369,1.676285631,1,1,2,2,2.352571263,2.676285631,1.676285631,3,2.676285631,2.676285631,2.323714369,1,YES
1,2,1.50984208,1.49015792,1.49015792,1.49015792,5,2,2,1.50984208,2,2,1,1,1.49015792,1.50984208,2,1.49015792,2,1,2.01968416,2.98031584,2,3,1,YES
1.415105504,4.584894496,1.584894496,1,3.830211008,6.415105504,4.415105504,2,2,1,1,2,1,1,1,2.584894496,1.415105504,1.415105504,1.415105504,2,2.584894496,2.584894496,2.584894496,1.584894496,1,YES
1,5,2,1.569067003,1.861865995,5.430932997,4.569067003,2,2,1.569067003,1,2.569067003,1,1,1,3,1.569067003,2.138134005,1.569067003,2,3,2.430932997,3,3.138134005,1.569067003,YES
2,1.843125558,1.156874442,1.156874442,2.686251116,3,4.686251116,2,1.156874442,1.156874442,1.156874442,1,1,2,2,1.843125558,2.156874442,2.156874442,2.156874442,2,2.843125558,3,2,3,1.843125558,YES
1.075532642,1,2,2,1,1.151065284,3.924467358,1.075532642,2,2,2,1,1.924467358,2,2,1.924467358,2.075532642,3,2.075532642,2,2.924467358,3,3.848934716,2.075532642,1.924467358,YES
1,5,1,2,4.62585454,3,5.458048487,1.458048487,2,1,2,1,1,1,1.458048487,4,1,4,2.37414546,3.458048487,4,2.458048487,4,2.541951513,3.458048487,YES
1,4.439533768,1,1.439533768,2.439533768,4.681398696,5.439533768,2,2,1,1.439533768,1,1.560466232,1,1.439533768,2.879067536,1.560466232,3.439533768,2.879067536,3.439533768,4,2.439533768,4,2,2.318601304,YES
2,1,2,2,3,1,5.146371302,1.426814349,2,2,2,2,1,2,2,2,1,2.426814349,3.426814349,2,1.426814349,3.573185651,2.426814349,3,1,YES
1.745013186,1.254986814,2,2,2.490026372,1,4,1.745013186,2,2,1.745013186,1.745013186,1,2,2,1.745013186,1,2.745013186,3.745013186,1.745013186,2,3,3,3,1,YES
1,2,1,1,5.821507925,3.35698415,5,2,2,1,1.821507925,1.178492075,1,1,1.178492075,2,3.821507925,3,3.821507925,1.821507925,2,3.178492075,1.821507925,3.821507925,2,YES
1,2.890970079,1,1,6,5.672910238,4.109029921,2,2,1,1.109029921,1,1,1,1,2.890970079,3.109029921,2.109029921,4,2,1.109029921,3,2,4,1.109029921,YES
1,3,1,1.587391623,6,3,5.174783246,1,2,1.587391623,2,1,1.412608377,1.412608377,1.412608377,2,3,2.412608377,3.412608377,2.412608377,1.412608377,3.587391623,3,3.587391623,2,YES
1,3,1,1.5576273,6,3,5.115254601,1,2,1.5576273,2,1,1.4423727,1.4423727,1.4423727,2,3,2.4423727,3.4423727,2.4423727,1.4423727,3.5576273,3,3.5576273,2,YES
1.147030621,3,1.852969379,2,2.147030621,9,5,1.852969379,2,1.147030621,2,1.852969379,1.852969379,1.852969379,1.852969379,2,2.852969379,2,3,2,2.147030621,3.852969379,2,3,1.147030621,YES
1.29767076,3,1.70232924,2,2.29767076,9,5,1.70232924,2,1.29767076,2,1.70232924,1.70232924,1.70232924,1.70232924,2,2.70232924,2,3,2,2.29767076,3.70232924,2,3,1.29767076,YES
2,3.307403219,1,1,6,7.038895171,4,1.65370161,2,1,1,1.65370161,1,1,1,1.65370161,1.65370161,3.34629839,2,2.65370161,3,2.65370161,2.65370161,2.34629839,2.65370161,YES
2,3.868092945,1,1,6,6.197860583,4,1.934046472,2,1,1,1.934046472,1,1,1,1.934046472,1.934046472,3.065953528,2,2.934046472,3,2.934046472,2.934046472,2.065953528,2.934046472,YES
1,3,2,2,4.503498234,4.668998823,6,1,2,2,2,1,2,2,2,1,2.834499411,1.834499411,3.834499411,2.165500589,2.834499411,3,3,3,1.165500589,YES
1,3,2,2,2.71246975,3.474979833,6,1,2,2,2,1,2,2,2,1,2.237489917,1.237489917,3.237489917,2.762510083,2.237489917,3,3,3,1.762510083,YES
1.591535843,4.183071685,1,1.408464157,6,6.183071685,5.591535843,1.408464157,2,1,1.408464157,2.408464157,2,1,1.591535843,2,2,3.591535843,3,1,3,3,2.591535843,3.408464157,1,YES
2,4.428950185,1,1,6,6.428950185,4.85790037,1.571049815,1.428950185,1,1,2.571049815,2,1.571049815,2,2,2,3.428950185,2.428950185,2.14209963,2.428950185,2.428950185,2.428950185,3,1,YES
2,2.27061358,1,1.72938642,6,6,5,2,2,1,1.27061358,1.27061358,1,1,1.27061358,1,1.541227161,1.27061358,1.541227161,1,1.27061358,1.541227161,1.27061358,1.541227161,1,YES
2,2.512402318,1,1.743798841,5.743798841,6.256201159,5,2,2,1,1,1.256201159,1,1,1,1.256201159,1.256201159,1.256201159,1.256201159,1.256201159,1.256201159,1.256201159,1.256201159,1,1,YES
1,2.833519581,1,2,2,2,5.166480419,2,1.833519581,2.833519581,2,1,1,1,1,1.833519581,3,1.166480419,3.833519581,1,1.833519581,4,1.166480419,4,1,YES
1,3,1,2,2.97578229,2.97578229,5.97578229,1.02421771,2,1.04843542,2,1,1,1,1,1.02421771,3,1.97578229,3.02421771,1,2,4,1.97578229,4,1,YES
1,4.213528232,1,1,6,5.213528232,4.786471768,1.213528232,2,1,1,1.213528232,2,2,2,2,2.213528232,2.213528232,3,2,3,2.213528232,3,3.213528232,1.786471768,YES
1,3.290149622,1,1.709850378,6,5.709850378,4.290149622,1.709850378,2,1,1.709850378,1,2,2,2,1.290149622,2,2.709850378,2.290149622,2,3.709850378,2,3.709850378,3,1.290149622,YES
1,3.590493155,1,2,5.409506845,6,5.18098631,1,2,1,1.590493155,1,1,2,2,2.590493155,1.81901369,4,3,2,2.409506845,3.590493155,2.590493155,3.590493155,1.409506845,YES
1,3.362420337,1,2,5.637579663,6,4.724840673,1,2,1,1.362420337,1,1,2,2,2.362420337,2.275159327,4,3,2,2.637579663,3.362420337,2.362420337,3.362420337,1.637579663,YES
2,1.257502779,1,1.742497221,3,3,4.257502779,2,1.257502779,1,2,2,1.257502779,1,1,3.257502779,1,4,2,4,3.742497221,1.742497221,4,2,2,YES
2,1.722522376,1,1.277477624,3,3,4.722522376,2,1.722522376,1,2,2,1.722522376,1,1,3.722522376,1,4,2,4,3.277477624,1.277477624,4,2,2,YES
1,3,1,1.616275689,7,8.232551377,6,1,2,1,2,1.616275689,1.616275689,1.383724311,2,2,2,3,2,2.616275689,3,2,3,3,1.383724311,YES
1,3,1,2,8.016337672,9,5.491831164,1,2,1.508168836,1.491831164,2.508168836,1.491831164,1.508168836,2,2,2.508168836,3,1.491831164,3,3.508168836,1.491831164,3.508168836,3,1,YES
1.827484946,1.345030108,1.827484946,1.172515054,1.172515054,1.172515054,5.827484946,1.172515054,2,1.345030108,1.172515054,1,1.827484946,1.827484946,1.827484946,2,3,1.827484946,3.172515054,1,2,4,1,4,2.654969892,YES
1.588027577,1.411972423,2,1.411972423,1.411972423,1.411972423,5.588027577,1,1.588027577,1.411972423,1.411972423,1.411972423,1.588027577,1.588027577,1.588027577,2.411972423,3,2,3.411972423,1.411972423,2,4,1.411972423,4,2.176055155,YES
1.963966164,3.963966164,2,1.036033836,4.927932328,3,4.036033836,1.963966164,1.036033836,1.036033836,2,2.963966164,1,1,1,2,2.927932328,3.963966164,1.036033836,2.963966164,2,1.963966164,2,2.036033836,2,YES
1.080131092,3.080131092,2,1.919868908,3.160262184,3,4.919868908,1.080131092,1.919868908,1.919868908,2,2.080131092,1,1,1,2,1.160262184,3.080131092,1.919868908,2.080131092,2,1.080131092,2,2.919868908,2,YES
1,2.885292379,1,1.114707621,2.770584758,2.770584758,4,1.885292379,1.114707621,1.114707621,2,2,1.885292379,2,1.885292379,1.114707621,3.885292379,1.885292379,3.885292379,1,1.114707621,4,1.885292379,4,1,YES
1.993487865,2,1.993487865,2,1.993487865,1.993487865,4.993487865,1,2,2,2,2,1.993487865,2,1,1.006512135,3.993487865,2.986975729,2.006512135,2.986975729,1.006512135,4,2.986975729,3.006512135,1,YES
1.221872801,3,1,2,5.778127199,6,4,2,1,2,2,1,1,1.778127199,1.778127199,1.221872801,2,2,3.778127199,1.221872801,1,3.778127199,1.778127199,3.778127199,1,YES
1.85431857,3,1,2,5.14568143,6,4,2,1,2,2,1,1,1.14568143,1.14568143,1.85431857,2,2,3.14568143,1.85431857,1,3.14568143,1.14568143,3.14568143,1,YES
2,2.79860249,1.79860249,1.79860249,4.59720498,2.20139751,6,1.79860249,2,1,1,1.79860249,1,2,2,1.20139751,3,2.20139751,2.20139751,1.20139751,1.20139751,3,2,3,1,YES
2,4.336869726,1.331565137,2,3.663130274,2.668434863,6,2,2,1,1,1.331565137,1.668434863,2,2,1.668434863,3,2,3.336869726,1,1,3,1.331565137,1.663130274,1,YES
2,3.706587333,1,2,6.413174666,8.293412667,4.706587333,2,2,2,2,1,1.293412667,2,2,1.293412667,3,3,3,1.706587333,1.293412667,3.706587333,2,4,1.293412667,YES
1.440298137,3.440298137,1,2,6.440298137,6.880596275,4.440298137,2,1.440298137,2,2,1,1,2,2,1,2.440298137,2.440298137,3.559701863,1.440298137,1,4,2,4,1,YES
1,3.428295053,1,1,5.428295053,3,4,1.571704947,2,1,2,1,2,2,2,2,2,2.284885158,3,1.428295053,2.571704947,3,3.428295053,3,1,YES
1,3.065043533,1,1,6.934956467,5.804869402,4.934956467,1.934956467,1.065043533,1,2,1.934956467,2,2,2,2.934956467,2,3.065043533,3.934956467,2,1.065043533,3.934956467,3.065043533,3.934956467,1,YES
1,3.660291105,1,1,2.660291105,2.660291105,5.169854448,2,2,1,1,3.830145552,2,1.169854448,1.169854448,3.169854448,3.490436657,4,1,3.169854448,4,1,4,1.830145552,2.830145552,YES
1.752454859,1.742635424,1,1,3,3,5.752454859,1.247545141,2,1,1,3.247545141,2,1.752454859,1.752454859,3,2.495090283,4,1,3,4,1.752454859,4,2,3.752454859,YES
1.87778552,2,1.12221448,2,1.87778552,1.87778552,5,2,1.87778552,1.12221448,2,1.87778552,1,1.12221448,1,2.87778552,2,3,4,1.12221448,1.87778552,3,3.12221448,4,1,YES
2,1.517735879,1.482264121,2,1.517735879,2.482264121,4.517735879,2,2,1.964528242,2,1.517735879,1.482264121,1.482264121,1.482264121,2.517735879,2.482264121,3,3.035471758,1,1.517735879,2.517735879,3.482264121,4,1.964528242,YES
1,3,1.870502209,1.870502209,3,2.870502209,5,1.129497791,2,1.870502209,1.870502209,2,1.129497791,1,1,2,1.129497791,3,1.870502209,2.258995582,2.129497791,1,2,3,2,YES
1,3,1.632148027,1.632148027,3.735703946,3,4.632148027,1.367851973,2,1.632148027,1.632148027,2,1,1,1.367851973,2,1.367851973,3,2.367851973,2,2,1.735703946,2.367851973,3,2,YES
1.56327245,2.7469102,1.56327245,1,6.379634701,7.68981735,5.1265449,1.43672755,1.43672755,1.56327245,1,3.56327245,2,2,2,4,2.31018265,4,1,4,4,1,4,1,4,YES
1.100544517,4.597821931,1.100544517,1.899455483,6.301633551,7.201089034,4.201089034,1.899455483,1.899455483,1.100544517,1,3.100544517,1.100544517,2,2,4,1,4,1,4,4,1,4,1.899455483,2.201089034,YES
1,3.314952006,1,1,5,5.314952006,4.685047994,1,2,1.685047994,2,1.314952006,1.314952006,1.314952006,1.314952006,3.370095988,1.314952006,3.685047994,1.629904012,2,4,1.314952006,4,3,1,YES
1.277360564,3,1,1.277360564,5.277360564,5.554721127,5,1.277360564,2,1.722639436,2,1.554721127,1,1.277360564,1.277360564,4,1,3.722639436,1,2.277360564,4,1,4,2.722639436,1.277360564,YES
2,2,1.329368587,1,2.670631413,2.341262825,5.329368587,2,1.329368587,1.329368587,1,1,1,1.670631413,2,1.670631413,2,2.658737175,1.670631413,2,3.329368587,2.670631413,2.658737175,2.670631413,2,YES
1.113999696,2.886000304,2,1,2,1.886000304,5.113999696,1.113999696,2,1.113999696,1.886000304,1,1.886000304,1.886000304,2,1,2,4,1.886000304,3.772000609,4,1.113999696,4,2.886000304,1.113999696,YES
1.661824381,3,1.338175619,1,5.338175619,8.323648761,4.338175619,1.661824381,2,1,2,1,1.661824381,1.661824381,2,1.676351239,2.661824381,3,3.338175619,2,3.661824381,2.338175619,3.661824381,2.661824381,2.338175619,YES
1.172527266,3,1.827472734,1,5.827472734,7.345054533,4.827472734,1.172527266,2,1,2,1,1.172527266,1.172527266,2,2.654945467,2.172527266,3,3.827472734,2,3.172527266,2.827472734,3.172527266,2.172527266,2.827472734,YES
1,2.678627576,1.321372424,1,1,1.321372424,6,1,2,2,1,1,1.321372424,2,1.321372424,1,2.678627576,3.321372424,2.678627576,2,2.642744849,2.357255151,3.678627576,2.678627576,1,YES
1.95267554,2,1.04732446,1.95267554,2.90535108,2.95267554,5.04732446,1.95267554,1.04732446,1.04732446,1.95267554,1.95267554,2,2,2,1.95267554,2,4,2.95267554,2,2.09464892,1,2.04732446,3.90535108,1.95267554,YES
1,3.828080514,1.085959743,1,5.914040257,5.085959743,4,2,2,1,2,1.914040257,1.914040257,2,2,3,1.085959743,3.085959743,1.085959743,3,3.085959743,2,4,2.914040257,2,YES
1,4.707911687,1,1,5.292088313,5,4.707911687,2,2,1,1.292088313,1.292088313,1.292088313,2,2,3,1.707911687,3,1.707911687,3,3,2.707911687,4,2.292088313,1.292088313,YES
1.824946569,2,1.824946569,1,5,3,5.649893137,1.175053431,2,1,1.175053431,2.649893137,2,1.824946569,2,3.824946569,1,3.175053431,1.824946569,2.824946569,3,1.175053431,3,1,3,YES
1.930860748,2,1.930860748,1,5,3,5.861721496,1.069139252,2,1,1.069139252,2.861721496,2,1.930860748,2,3.930860748,1,3.069139252,1.930860748,2.930860748,3,1.069139252,3,1,3,YES
1.173342631,2.173342631,1.826657369,1.173342631,3,9,5,1,2,1.173342631,2,1,1.826657369,1,1.826657369,2.826657369,2.826657369,2.826657369,3.826657369,2,3,3,2.826657369,3,2.826657369,YES
1.415108115,2.415108115,1.584891885,1.415108115,3,9,5,1,2,1.415108115,2,1,1.584891885,1,1.584891885,2.584891885,2.584891885,2.584891885,3.584891885,2,3,3,2.584891885,3,2.584891885,YES
1,1.322185357,1.677814643,2,1.644370714,1,4,1.677814643,2,2,2,1,1.322185357,1,1.322185357,2,2.322185357,2,3,1.322185357,1.677814643,3.322185357,3,3,2.355629286,YES
1.50485521,2.00971042,2,2,1.50485521,1.50485521,4.50485521,2,2,2,2,1,1,1,1,2,2.50485521,2.50485521,3,1.50485521,2,3,2.49514479,3,2.49514479,YES
1.729962311,1.270037689,2,2,1.540075378,4.459924622,4,1.729962311,2,1.729962311,1.729962311,2,2,2,2,2.459924622,2,3,3,1,2,3.270037689,2,3.270037689,1,YES
2,2.173932141,1.413033929,1.413033929,1,3.826067859,4.586966071,2,1.413033929,2,2,2,1.413033929,1.413033929,1.413033929,1.826067859,2.586966071,2.413033929,3.586966071,1,1.413033929,3.586966071,1.413033929,3.586966071,1.586966071,YES
1,1.741682063,2,1.258317937,2.741682063,9,5,1.258317937,2,1,1.741682063,1,2,1.258317937,2,3,2.741682063,3,3.741682063,2.258317937,3,2.741682063,3,3.258317937,2.741682063,YES
1,1.61195174,2,1.38804826,2.61195174,9,5,1.38804826,2,1,1.61195174,1,2,1.38804826,2,3,2.61195174,3,3.61195174,2.38804826,3,2.61195174,3,3.38804826,2.61195174,YES
1.194714284,3.194714284,1.194714284,1.194714284,5.194714284,3.584142851,4.194714284,2,1.805285716,1,1,2.194714284,1,1.194714284,1.805285716,2,2.194714284,3,3,2,2,3,2.805285716,2.805285716,2.194714284,YES
2,4,1.173778128,1.173778128,6,6,4.173778128,2,1,1,1,3,1.826221872,2,1.826221872,2,2.173778128,3,2.173778128,2.826221872,2,2.173778128,2,2.826221872,1.347556256,YES
1,3,1.660362304,2,4.018913087,5.660362304,5,1.660362304,2,1,2,2.339637696,2,2,2,2.339637696,1,4,1,2.339637696,4,3.320724608,4,3.320724608,2.339637696,YES
1,3,1.483044754,2,4.550865737,5.483044754,5,1.483044754,2,1,2,2.516955246,2,2,2,2.516955246,1,4,1,2.516955246,4,2.966089509,4,2.966089509,2.516955246,YES
1,1.404658366,2,1.595341634,2.595341634,3,4.809316732,1,1.404658366,1.595341634,1.595341634,1.595341634,1,1,1,2,2,2.404658366,2,3,2.595341634,1.595341634,2.404658366,3.595341634,2.190683268,YES
1,1,2,2,3,3,4.826525474,1,1.826525474,1.173474526,2,1.173474526,1.826525474,1.826525474,1.826525474,2,2,2.826525474,2,3,2.173474526,2.826525474,1.173474526,4,1.346949052,YES
1,2.541343953,1.541343953,1.541343953,2.541343953,2,4.458656047,1.541343953,2,1,1,1,1.541343953,2,2,3,1.541343953,3.458656047,2,3.541343953,3.541343953,3,4,2.082687905,3,YES
1,2.416809937,2,2,3,2,4,2,2,1,1,1,2,2,2,2.416809937,2,2.708404968,2.583190063,3.708404968,4,3,3.708404968,2.708404968,2.708404968,YES
1,1,2,2,1,1,5.971108522,1,1.014445739,2,1.014445739,1,2,2,2,2.985554261,3.971108522,3,3.971108522,2.985554261,3,3.985554261,3.014445739,2.985554261,2,YES
1,1,2,2,1.730020051,2.460040103,6,1,1.730020051,2,1.730020051,1.730020051,2,1.269979949,1.269979949,2.269979949,4,3,4,2.269979949,3.730020051,4,3.730020051,3.730020051,1.269979949,YES
1,3,1.044902945,1.955097055,2.955097055,3,4,2,2,1.955097055,1.955097055,1,2,2,2,3.91019411,2,3,3,2.955097055,3.955097055,2,3,3,2,YES
1,3.613544891,1,2,3,3,4,2,1.386455109,1.386455109,2,1,1.386455109,2,2,3.386455109,2,3,2.386455109,3,3.386455109,2,3,3,2.613544891,YES
1.279739378,2.440521243,1,1.720260622,6.720260622,6.279739378,4.720260622,1.279739378,1.720260622,1,1,3.279739378,2,1,1.720260622,2.720260622,2.440521243,3,3,2.279739378,1,3,2.440521243,3.720260622,2.279739378,YES
1.197367401,2.605265198,1,1.802632599,6.802632599,6.197367401,4.802632599,1.197367401,1.802632599,1,1,3.197367401,2,1,1.802632599,2.802632599,2.605265198,3,3,2.197367401,1,3,2.605265198,3.802632599,2.197367401,YES
1,3,1.47877679,1.47877679,3,2.47877679,4.52122321,2,2,1,1.47877679,2,1.52122321,1,1.47877679,2.47877679,1.52122321,3.47877679,1.47877679,3.52122321,3.47877679,1.47877679,2.47877679,2.52122321,2,YES
1.034784466,3,1,1,3,2,5,1.965215534,2,1.034784466,1,2.034784466,1.965215534,1,1,2,2.034784466,3,1.034784466,3.930431067,3,1.069568933,2,2.965215534,2,YES
1.683490093,3,1,1.316509907,6,5.316509907,4,1.683490093,2,1,1,1,1.683490093,1.316509907,1.316509907,2,2.316509907,3.316509907,3,2,2.316509907,3,2.683490093,3,2,YES
1.829899394,3.829899394,1,2,6.829899394,7.659798788,4.829899394,1.829899394,2,1.829899394,1.829899394,1,1,2,2,1.170100606,3,3.170100606,3,2,1.340201212,3.829899394,2,3.829899394,1.170100606,YES
1.43230674,3,1.56769326,1,6,6.13538652,4.56769326,1.43230674,2,1,1.56769326,1,1.43230674,1,1.56769326,2.56769326,2,3,3.56769326,2,2.56769326,3,3,2.43230674,2.56769326,YES
1,2.73607289,2,1,5.20821867,7.52785422,5,1,2,1,2,1,1.26392711,1,2,3,2.26392711,3,4,2,3,3,3,2.26392711,3,YES
1,3,1,1.957255434,7,6.042744566,5,1,2,1,1,3,2,1.042744566,2,3,2.914510868,3,2.914510868,2.085489132,1.128233698,3,3,3.957255434,1.957255434,YES
1,3.691394505,1,1,6.654302748,7,5,1,2,1,1.345697252,2.654302748,2,2,2,2.654302748,1,3.345697252,1.345697252,3.654302748,3.654302748,2.654302748,3.345697252,2.654302748,1.345697252,YES
1,2.797060238,2,1.202939762,2,2.594120475,5,2,2,2,1.202939762,1,1.202939762,1.202939762,1,1.202939762,3,1.797060238,3,2.202939762,2,3,2.202939762,3.797060238,1,YES
1.823434341,3.823434341,1.176565659,1,2.823434341,3,5.823434341,1.176565659,2,2,1,1,1,1,1,1.823434341,2.176565659,2.823434341,3,2,2,3.823434341,2,2.353131317,1,YES
1,1,1,1,2.777001264,1.777001264,6,1,2,2,1.777001264,1,1,1.777001264,1.777001264,1,1.777001264,2.554002528,1.777001264,2.554002528,2.554002528,1,2.554002528,1.777001264,1.777001264,YES
1,1,1,1,2.743025966,1.743025966,6,1,2,2,1.743025966,1,1,1.743025966,1.743025966,1,1.743025966,2.486051933,1.743025966,2.486051933,2.486051933,1,2.486051933,1.743025966,1.743025966,YES
1.728749217,2,2,2,1.542501566,5,4.271250783,2,2,1.728749217,2,2,1.271250783,1.271250783,1.271250783,3,1.728749217,2.728749217,2.728749217,2.271250783,3.271250783,3.728749217,2.728749217,3,2.728749217,YES
1,2.930219813,1.069780187,2,3,3.139560375,4.069780187,1.069780187,2,1.930219813,2,1.069780187,2,2,2,3,2.860439625,2.930219813,2,2.069780187,3.069780187,3,2.930219813,2.069780187,1.069780187,YES
1,3,1.381122408,2,2.381122408,9,5.618877592,2,2,2,2,2,1,1.618877592,1.618877592,3.381122408,2,3.381122408,1.618877592,1.762244815,3.381122408,1.618877592,3.381122408,2,2.618877592,YES
1,3,1.572284885,2,2.572284885,9,5.427715115,2,2,2,2,2,1,1.427715115,1.427715115,3.572284885,2,3.572284885,1.427715115,2.144569771,3.572284885,1.427715115,3.572284885,2,2.427715115,YES
2,1,1.251101599,2,2.497796802,2.748898401,3.251101599,2,1,1.251101599,2,1,1.251101599,1.748898401,1.251101599,2.251101599,2.251101599,3,3,1.251101599,1.251101599,2.251101599,1.251101599,2.251101599,1.251101599,YES
2,1.197109301,1,1.802890699,3,3,3.394218602,2,1,1,1.802890699,1,1,2,1.197109301,2,2,2.802890699,2.802890699,1.197109301,1.394218602,2.197109301,1.197109301,2.197109301,1.197109301,YES
1,3,2,1.549116727,2,2,5,1.549116727,2,1.549116727,1.450883273,1,2,2,1.450883273,1.549116727,2,2.901766546,1.450883273,3.450883273,3.450883273,1.549116727,4,3,1.549116727,YES
1,3,2,1.310406291,2,2,5,1.310406291,2,1.310406291,1.689593709,1,2,2,1.689593709,1.310406291,2,3.379187418,1.689593709,3.689593709,3.689593709,1.310406291,4,3,1.310406291,YES
